maintenance_id,repair_request_date,equipment_name,equipment_id,install_date,fault_type,fault_severity,fault_description,repair_status,repair_cost
M00939,2027-09-23,cisco_switch,EQUIP37238,2027-07-13,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 15 дней эксплуатации,Отклонена,2000
M00940,2027-09-24,pc,EQUIP89528,2027-09-06,port testing,Низкая,Обнаружена port testing после 22 дней эксплуатации,Отклонена,0
M00941,2027-09-25,scaner,EQUIP85750,2027-07-25,dust cleaning,Высокая,Обнаружена dust cleaning после 16 дней эксплуатации,Решена,5000
M00942,2027-09-26,nas,EQUIP22793,2027-09-11,error log analysis,Средняя,Обнаружена error log analysis после 27 дней эксплуатации,Решена,10000
M00943,2027-09-28,cisco_switch,EQUIP24714,2027-09-24,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 20 дней эксплуатации,В обработке,10000
M00944,2027-09-30,pc,EQUIP54327,2027-07-19,error log analysis,Низкая,Обнаружена error log analysis после 12 дней эксплуатации,Новая,1000
M00945,2027-10-02,scaner,EQUIP95422,2027-07-11,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 22 дней эксплуатации,Отклонена,1000
M00946,2027-10-03,nas,EQUIP45501,2027-08-06,dust cleaning,Низкая,Обнаружена dust cleaning после 8 дней эксплуатации,Решена,1000
M00947,2027-10-04,nas,EQUIP47531,2027-07-26,dust cleaning,Высокая,Обнаружена dust cleaning после 17 дней эксплуатации,Решена,2000
M00948,2027-10-06,scaner,EQUIP82447,2027-09-09,port testing,Средняя,Обнаружена port testing после 1 дней эксплуатации,Отклонена,0
M00949,2027-10-07,cisco_switch,EQUIP46284,2027-07-13,error log analysis,Высокая,Обнаружена error log analysis после 4 дней эксплуатации,Отклонена,5000
M00950,2027-10-09,nas,EQUIP66163,2027-07-20,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 4 дней эксплуатации,В обработке,1000
M00951,2027-10-11,scaner,EQUIP10193,2027-07-31,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 30 дней эксплуатации,Решена,2000
M00952,2027-10-13,scaner,EQUIP20259,2027-10-05,error log analysis,Средняя,Обнаружена error log analysis после 23 дней эксплуатации,Отклонена,0
M00953,2027-10-15,cisco_router,EQUIP62909,2027-08-06,dust cleaning,Низкая,Обнаружена dust cleaning после 19 дней эксплуатации,Новая,5000
M00954,2027-10-16,pc,EQUIP83584,2027-10-01,port testing,Средняя,Обнаружена port testing после 7 дней эксплуатации,Новая,2000
M00955,2027-10-16,ip_phone,EQUIP83479,2027-08-22,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 30 дней эксплуатации,В обработке,2000
M00956,2027-10-18,scaner,EQUIP25141,2027-08-11,error log analysis,Высокая,Обнаружена error log analysis после 7 дней эксплуатации,В обработке,1000
M00957,2027-10-18,printer,EQUIP31860,2027-08-16,port testing,Средняя,Обнаружена port testing после 22 дней эксплуатации,Новая,2000
M00958,2027-10-20,cisco_router,EQUIP23376,2027-09-14,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 29 дней эксплуатации,Отклонена,10000
M00959,2027-10-20,pc,EQUIP34638,2027-08-21,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 4 дней эксплуатации,В обработке,10000
M00960,2027-10-20,printer,EQUIP34554,2027-10-18,software update,Средняя,Обнаружена software update после 4 дней эксплуатации,Отклонена,1000
M00961,2027-10-22,nas,EQUIP73371,2027-10-14,dust cleaning,Средняя,Обнаружена dust cleaning после 12 дней эксплуатации,Новая,1000
M00962,2027-10-23,cisco_router,EQUIP76981,2027-08-31,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 20 дней эксплуатации,Решена,2000
M00963,2027-10-25,cisco_switch,EQUIP56085,2027-08-31,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 3 дней эксплуатации,Отклонена,10000
M00964,2027-10-27,cisco_switch,EQUIP67118,2027-09-10,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 3 дней эксплуатации,В обработке,1000
M00965,2027-10-29,cisco_switch,EQUIP89765,2027-08-19,dust cleaning,Низкая,Обнаружена dust cleaning после 3 дней эксплуатации,Решена,0
M00966,2027-10-30,cisco_router,EQUIP17419,2027-10-02,error log analysis,Высокая,Обнаружена error log analysis после 24 дней эксплуатации,Отклонена,10000
M00967,2027-10-30,cisco_switch,EQUIP94264,2027-08-02,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 10 дней эксплуатации,В обработке,2000
M00968,2027-11-01,printer,EQUIP36180,2027-09-19,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 21 дней эксплуатации,В обработке,0
M00969,2027-11-02,nas,EQUIP31370,2027-09-13,dust cleaning,Высокая,Обнаружена dust cleaning после 4 дней эксплуатации,В обработке,10000
M00970,2027-11-04,cisco_router,EQUIP58806,2027-09-20,error log analysis,Высокая,Обнаружена error log analysis после 17 дней эксплуатации,В обработке,1000
M00971,2027-11-05,ip_phone,EQUIP47825,2027-08-14,port testing,Высокая,Обнаружена port testing после 27 дней эксплуатации,Отклонена,2000
M00972,2027-11-07,pc,EQUIP36900,2027-10-15,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 1 дней эксплуатации,Новая,10000
M00973,2027-11-09,cisco_switch,EQUIP87106,2027-08-21,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 26 дней эксплуатации,Новая,1000
M00974,2027-11-11,cisco_switch,EQUIP52088,2027-10-07,error log analysis,Высокая,Обнаружена error log analysis после 20 дней эксплуатации,Новая,1000
M00975,2027-11-12,pc,EQUIP14890,2027-09-02,software update,Высокая,Обнаружена software update после 4 дней эксплуатации,Новая,10000
M00976,2027-11-14,ip_phone,EQUIP61490,2027-09-12,port testing,Средняя,Обнаружена port testing после 12 дней эксплуатации,В обработке,2000
M00977,2027-11-16,pc,EQUIP89200,2027-08-19,dust cleaning,Высокая,Обнаружена dust cleaning после 17 дней эксплуатации,Новая,2000
M00978,2027-11-18,cisco_switch,EQUIP50418,2027-08-31,dust cleaning,Средняя,Обнаружена dust cleaning после 23 дней эксплуатации,В обработке,1000
M00979,2027-11-18,cisco_router,EQUIP82951,2027-09-26,dust cleaning,Средняя,Обнаружена dust cleaning после 1 дней эксплуатации,Отклонена,1000
M00980,2027-11-18,cisco_switch,EQUIP88469,2027-10-12,error log analysis,Низкая,Обнаружена error log analysis после 13 дней эксплуатации,Решена,10000
M00981,2027-11-20,cisco_switch,EQUIP93097,2027-11-14,error log analysis,Средняя,Обнаружена error log analysis после 5 дней эксплуатации,В обработке,2000
M00982,2027-11-21,scaner,EQUIP88190,2027-10-26,dust cleaning,Низкая,Обнаружена dust cleaning после 8 дней эксплуатации,В обработке,1000
M00983,2027-11-22,cisco_router,EQUIP25649,2027-09-16,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 3 дней эксплуатации,Новая,2000
M00984,2027-11-24,scaner,EQUIP93105,2027-09-25,port testing,Средняя,Обнаружена port testing после 14 дней эксплуатации,Отклонена,10000
M00985,2027-11-26,scaner,EQUIP58560,2027-10-08,port testing,Высокая,Обнаружена port testing после 21 дней эксплуатации,Отклонена,10000
M00986,2027-11-26,pc,EQUIP53979,2027-10-30,software update,Средняя,Обнаружена software update после 22 дней эксплуатации,В обработке,1000
M00987,2027-11-28,cisco_router,EQUIP15101,2027-08-31,error log analysis,Низкая,Обнаружена error log analysis после 7 дней эксплуатации,Решена,5000
M00988,2027-11-30,cisco_router,EQUIP44122,2027-11-06,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 12 дней эксплуатации,Новая,5000
M00989,2027-12-01,printer,EQUIP39797,2027-11-16,dust cleaning,Средняя,Обнаружена dust cleaning после 7 дней эксплуатации,Решена,5000
M00990,2027-12-02,nas,EQUIP41712,2027-11-21,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 29 дней эксплуатации,Решена,10000
